EPAFacilityID,SubmissionID,AccidentHistoryID,AccidentDate,AccidentTime,AccidentChemicals,AccidentReleaseDuration,NAICSCode,RE_Gas,RE_Spill,RE_Fire,RE_Explosion,RE_ReactiveIncident,RS_StorageVessel,RS_Piping,RS_ProcessVessel,RS_TransferHose,RS_Valve,RS_Pump,RS_Joint,OtherReleaseSource,WindSpeed,WindSpeedUnitCode,WindDirection,Temperature,StabilityClass,Precipitation,WeatherUnknown,DeathsWorkers,DeathsPublicResponders,DeathsPublic,InjuriesWorkers,InjuriesPublicResponders,InjuriesPublic,OnsitePropertyDamage,OffsiteDeaths,Hospitalization,MedicalTreatment,Evacuated,ShelteredInPlace,OffsitePropertyDamage,ED_Kills,ED_MinorDefoliation,ED_WaterContamination,ED_SoilContamination,ED_Other,InitiatingEvent,CF_EquipmentFailure,CF_HumanError,CF_ImproperProcedure,CF_Overpressurization,CF_UpsetCondition,CF_BypassCondition,CF_Maintenance,CF_ProcessDesignFailure,CF_UnsuitableEquipment,CF_UnusualWeather,CF_ManagementError,CF_Other,OffsiteRespondersNotify,CI_ImprovedEquipment,CI_RevisedMaintenance,CI_RevisedTraining,CI_RevisedOpProcedures,CI_NewProcessControls,CI_NewMitigationSystems,CI_RevisedERPlan,CI_ChangedProcess,CI_ReducedInventory,CI_None,CI_OtherType,CBI_Flag
100000120308,39390,6108,2003-05-20,2215,"Ammonia (anhydrous) {37}",00010,31213,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,,10.0,a,NW,70.0,E,No,No,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,b,No,Yes,No,No,No,No,Yes,No,No,No,No,,"Notified and Responded",No,Yes,Yes,No,No,No,No,No,No,No,,No
100000120308,39390,6107,2002-07-20,0055,"Ammonia (anhydrous) {150}",00045,31213,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,,4.0,a,NW,75.0,E,No,No,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,a,Yes,No,No,Yes,No,No,No,No,No,No,No,,"Notified and Responded",Yes,No,No,No,No,No,No,No,No,No,,No
100000120308,39390,6106,2000-05-26,1350,"Ammonia (anhydrous) {919}",00025,31213,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,,10.0,a,NW,85.0,C,No,No,0,0,0,3,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,b,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,,"Notified and Responded",No,Yes,Yes,No,No,No,No,No,No,No,,No
100000112665,39389,6105,2004-06-23,1320,"Ammonia (anhydrous) {48}",00015,311411,No,Yes,No,No,No,No,No,No,No,Yes,No,No,,,c,,90.0,,No,Yes,0,0,0,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,a,No,No,No,No,No,No,No,No,No,No,No,"plugged valve","No, not notified",No,No,No,No,No,No,No,No,No,No,"changed procedure",No
100000098119,39371,6104,2000-11-09,1135,"Ethane {1}",00002,32511,No,No,Yes,No,No,No,No,No,No,No,No,No,"Cracking Funace",1.9,a,NNW,81.0,F,No,No,0,0,0,3,0,0,750000.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,b,No,Yes,No,No,No,No,No,No,No,No,No,,"Notified and Responded",No,No,Yes,Yes,No,No,No,No,No,No,,No
100000050874,39314,6102,2001-11-01,0610,"Ammonia (anhydrous) {1500}",00957,325199,Yes,No,No,No,No,No,No,No,No,No,No,No,"ammonia surge tank",,c,,,,No,Yes,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,a,Yes,No,No,Yes,Yes,No,No,No,No,No,No,,"Notified Only",No,No,No,Yes,Yes,No,No,No,No,No,,No
100000050874,39314,6103,2001-10-26,1850,"Sulfur dioxide (anhydrous) {10}",00010,325199,Yes,No,No,No,No,No,Yes,No,No,No,No,No,,5.0,a,NNE,60.0,,No,No,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,a,Yes,No,No,No,No,No,No,No,No,No,No,,"Notified Only",No,Yes,No,No,No,No,No,No,No,No,,No
100000050874,39314,6101,2001-07-19,0830,"Formaldehyde (solution) {1000}",00015,325199,No,Yes,No,No,No,No,No,Yes,No,No,No,No,,,c,,,,No,Yes,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,b,No,Yes,No,No,No,No,Yes,No,No,No,No,,"No, not notified",No,Yes,Yes,Yes,No,No,No,No,No,No,,No
100000050874,39314,6100,2001-05-07,0530,"Propane {2000}",00020,325199,Yes,No,No,No,No,No,Yes,No,No,No,No,No,,,c,,,,No,Yes,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,a,Yes,No,No,No,No,No,No,No,No,No,No,,"No, not notified",Yes,Yes,No,No,No,No,No,No,No,No,,No
100000112237,39312,6099,2001-04-10,0945,"Acetylene  [Ethyne] {12800}",00400,32512,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,,,c,,75.0,,No,No,0,0,0,0,0,0,400000.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,None,a,Yes,Yes,No,No,No,No,No,No,No,No,No,,"Notified and Responded",Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,,No
100000026606,39273,6098,2000-05-13,0215,,00315,56221,Yes,No,No,No,No,Yes,No,No,No,No,No,No,,3.0,a,ESE,70.0,,No,No,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,a,Yes,No,No,No,No,No,No,No,No,No,No,"The diaphragm on a pressure gauge on a Chlorine Evaporator failed and vented chlorine vapor into a closed room.","Notified Only",Yes,Yes,No,No,No,No,No,No,No,No,,No
100000026606,39273,6097,1999-11-15,1030,,01200,56221,Yes,No,No,No,No,Yes,No,No,No,No,No,No,,5.0,a,E,80.0,,No,No,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,a,Yes,No,No,No,No,No,No,No,No,No,No,"Small vapor leak from lead washer","Notified and Responded",No,No,Yes,Yes,No,No,No,No,No,No,,No
100000132536,39261,6096,2001-12-18,1425,"Sulfur dioxide (anhydrous) {1}",00008,22132,Yes,No,No,No,No,No,No,No,Yes,No,No,No,,,c,,,,No,Yes,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,b,No,Yes,No,No,No,No,Yes,No,No,No,No,,"No, not notified",No,Yes,No,No,No,No,No,No,No,No,,No
100000091599,39247,6095,2004-01-14,1045,"Isopentane  [Butane, 2-methyl-] {4761}",00145,221119,No,No,Yes,No,No,No,No,No,No,No,No,No,"Mechanical seal",25.0,a,NE,80.0,,No,No,0,0,0,0,0,0,1200000.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,c,Yes,No,No,No,Yes,No,No,No,No,Yes,No,,"Notified and Responded",Yes,Yes,No,No,No,No,Yes,No,No,No,"reviewed emergency response plan",No
100000073485,39245,6094,1997-09-08,1010,"Isobutane  [Propane, 2-methyl] {50} • Propane {50}",00130,32562,Yes,No,No,No,No,No,No,No,No,Yes,No,No,,,c,,,,No,Yes,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,a,No,No,No,No,No,No,No,No,No,No,No,,"Notified and Responded",Yes,No,No,No,No,No,No,No,No,No,,No
100000073485,39245,6093,1996-06-24,1106,"Isobutane  [Propane, 2-methyl] {248} • Propane {240}",00230,32562,Yes,No,No,No,No,No,No,No,No,Yes,No,No,,,c,,,,No,Yes,0,0,0,0,0,0,0.0,0,0.0,0.0,30.0,0.0,0.0,No,No,No,No,,a,No,No,No,No,No,No,No,No,No,No,No,,"Notified and Responded",Yes,No,No,No,No,No,No,No,No,No,,No
100000090705,39231,6092,2004-04-23,0900,"Methane {277385} • Ethane {78134} • Propane {53418} • Butane {20287} • Isobutane  [Propane, 2-methyl] {11005} • Isopentane  [Butane, 2-methyl-] {6090} • Pentane {5102}",01120,211112,Yes,No,No,No,No,No,Yes,No,No,No,No,No,,5.0,a,SE,75.0,B,No,No,0,0,0,1,0,0,4500000.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,a,No,No,No,No,No,No,No,No,No,No,No,"corrision of pipeline","Notified and Responded",No,No,No,No,No,No,No,No,No,No,"Corrosion monitoring prevention proceedures put in place, additional corrosion coupons added.",No
100000099555,39212,6090,2004-02-09,1100,"Chlorine {1}",00005,56179,Yes,No,No,No,No,No,No,No,No,No,No,No,"yoke connection",,c,,70.0,,No,Yes,0,0,0,0,0,0,0.0,0,0.0,0.0,5.0,0.0,0.0,No,No,No,No,None,a,Yes,No,Yes,No,No,No,Yes,No,No,No,No,,"Notified and Responded",Yes,Yes,Yes,No,No,No,Yes,No,No,No,,No
100000099555,39212,6089,2004-02-05,1115,"Chlorine {1}",00005,56179,Yes,No,No,No,No,No,No,No,No,Yes,No,No,,,c,,,,No,Yes,0,0,0,1,0,0,0.0,0,0.0,0.0,1.0,0.0,0.0,No,No,No,No,None,a,Yes,No,Yes,No,No,No,Yes,No,No,No,No,,"Notified and Responded",Yes,Yes,Yes,No,No,No,Yes,No,No,No,,No
100000099555,39212,6091,2003-07-16,0825,"Chlorine {3}",00030,56179,Yes,No,No,No,No,No,No,No,No,Yes,No,No,,,c,,,,No,Yes,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,None,b,No,Yes,Yes,No,No,No,No,No,No,No,No,,"Notified and Responded",No,No,No,No,No,Yes,No,No,No,No,"24 hour monitor of alarm / chlorine sensor",No
100000117955,39207,6088,2000-02-14,1150,"Chlorine {7}",00015,56221,Yes,No,No,No,No,No,Yes,No,No,No,No,No,,,c,,0.0,A,No,Yes,0,0,0,0,0,0,2500.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,a,Yes,No,No,No,No,No,No,No,No,No,No,,"Notified and Responded",No,No,No,No,No,No,No,No,No,No,"Fixed equipment",No
100000148734,39188,6087,2004-07-22,1133,"Ammonia (anhydrous) {682}",00010,42491,Yes,No,No,No,No,No,No,No,No,Yes,No,No,,15.0,a,NW,75.0,F,No,No,0,0,0,0,0,0,100.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,a,Yes,No,No,No,No,No,No,No,No,No,No,,"Notified and Responded",Yes,No,No,No,No,No,No,No,No,No,,No
100000099911,39185,6084,2003-06-30,1800,"Chlorine {5}",00002,42469,Yes,No,No,No,No,No,Yes,No,No,No,No,No,,5.0,a,,80.0,,No,Yes,0,0,0,1,0,0,0.0,0,1.0,1.0,0.0,0.0,0.0,No,No,No,No,,b,No,Yes,No,No,No,No,No,No,No,No,No,,"No, not notified",No,Yes,Yes,No,No,No,No,No,No,No,,No
100000099911,39185,6086,2000-06-28,0200,"Chlorine {2}",00002,42469,Yes,No,No,No,No,Yes,No,No,No,No,No,No,,,c,,,,No,Yes,0,0,0,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,b,No,Yes,No,No,No,No,No,No,No,No,No,,"No, not notified",No,No,Yes,No,No,No,No,No,No,No,,No
100000099911,39185,6085,2000-05-09,0030,"Chlorine {1}",00001,42469,Yes,No,No,No,No,No,Yes,No,No,No,No,No,,,c,,,,No,Yes,0,0,0,1,0,0,0.0,0,0.0,1.0,0.0,0.0,0.0,No,No,No,No,,b,No,Yes,No,No,No,No,Yes,No,No,No,No,,"No, not notified",No,No,Yes,No,No,No,No,No,No,No,,No
100000073868,39174,6083,2004-04-01,1320,"Ammonia (anhydrous) {2}",00001,325181,Yes,No,No,No,No,No,No,No,No,No,No,No,"Absorber Seal Pot Vent",5.0,a,S,50.0,,No,No,0,0,0,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,a,Yes,No,No,No,No,No,No,No,No,No,No,,"No, not notified",No,No,No,No,No,No,No,No,No,No,"Replaced Flash Tank Level Control Valve",No
100000073868,39174,6082,2003-12-22,2011,"Chlorine {21}",00107,325181,Yes,No,No,No,No,No,No,No,No,No,Yes,No,"Circuit Building",2.0,a,NE,45.0,,No,No,0,0,0,2,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,a,Yes,No,No,No,No,No,No,No,No,No,No,"Power Failure","No, not notified",No,No,No,Yes,No,No,No,No,No,No,,No
100000073868,39174,6081,1999-08-25,0815,"Chlorine {3}",00001,325181,Yes,No,No,No,No,No,No,No,No,Yes,No,No,,8.0,a,NE,75.0,D,No,No,0,0,0,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,a,Yes,No,No,No,No,No,No,No,No,No,No,,"No, not notified",No,No,No,Yes,No,No,No,No,No,No,,No
100000041439,39172,6080,1999-09-11,1900,"Ammonia (anhydrous) {15}",00020,311611,Yes,No,No,No,No,No,No,No,No,No,Yes,No,,,a,,90.0,D,No,Yes,0,0,0,8,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,a,Yes,No,No,Yes,No,No,No,No,No,No,No,"Valve Failure","No, not notified",Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,"Replumbed ammonia pump out.",No
100000037701,39167,6079,2004-04-06,1230,"Chlorine dioxide  [Chlorine oxide (ClO2)] {1}",00200,32211,Yes,No,No,No,No,No,No,Yes,No,No,No,No,,,c,,,,No,Yes,0,0,0,2,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,b,No,No,Yes,No,No,No,No,No,No,No,No,,"Notified Only",No,No,No,Yes,No,No,No,No,No,No,,No
100000149644,39162,6078,2003-09-22,0250,"Ammonia (anhydrous) {600}",00012,311511,No,Yes,No,No,No,No,No,No,No,Yes,No,No,,4.0,a,S,60.0,,No,No,0,0,0,2,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,a,Yes,No,No,No,No,No,No,No,No,No,No,,"Notified and Responded",Yes,No,Yes,No,Yes,No,No,No,No,No,,No
100000101294,39160,6077,2003-05-02,1111,"Chlorine {1800}",00104,22131,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,,7.0,a,NW,60.0,B,No,No,0,0,0,2,0,0,60000.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,b,No,Yes,No,No,No,No,No,No,No,No,No,,"Notified and Responded",No,No,Yes,Yes,No,No,Yes,No,No,No,,No
100000134473,39155,6076,2000-07-25,1908,"Ammonia (anhydrous) {100}",00030,42491,Yes,No,No,No,No,No,No,No,No,No,No,No,"Transport tank",,c,,,,No,Yes,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,a,Yes,No,No,No,No,No,No,No,No,No,No,,"Notified and Responded",Yes,No,No,No,No,No,No,No,No,No,"Dug up soil",No
100000036775,39135,6075,2004-01-02,0630,"Ammonia (anhydrous) {600}",00330,311615,Yes,Yes,No,No,No,No,No,No,No,No,No,No,"Gasket on Compressor",5.8,a,NW,36.0,C,No,No,0,0,0,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,a,Yes,No,No,No,No,No,No,No,No,No,No,,"Notified Only",Yes,No,Yes,No,No,No,No,No,No,No,,No
100000015093,39118,6074,2004-03-30,1830,"Ammonia (anhydrous) {32000}",09000,42451,Yes,No,No,No,No,Yes,No,No,No,No,No,No,,2.0,a,SE,74.0,,No,No,0,0,0,0,0,38,50.0,0,0.0,10.0,50.0,0.0,0.0,No,No,No,No,,b,No,Yes,Yes,No,No,No,No,No,No,No,No,,"Notified and Responded",No,No,No,No,No,No,No,Yes,Yes,No,,No
100000071405,39059,6073,2202-11-21,0905,"Ammonia (anhydrous) {8000}",00155,42491,Yes,No,No,No,No,No,Yes,No,No,No,No,No,,20.0,a,NNW,40.0,D,No,No,0,0,0,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,a,Yes,No,No,No,No,No,No,No,No,No,No,,"Notified and Responded",No,No,No,No,No,No,No,No,No,No,"Outside contractor hired to review and inspect equipment.",No
100000091447,39057,6072,2002-12-02,0915,"Ammonia (anhydrous) {1}",00001,325311,No,Yes,No,No,No,No,Yes,No,No,No,No,No,,,c,,,,No,Yes,0,0,0,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,b,No,No,Yes,No,No,No,No,No,No,No,No,,"No, not notified",Yes,No,No,No,No,No,No,No,No,No,,No
100000058741,39050,6071,2001-08-23,0627,"Propane {2907}",00030,49319,Yes,No,No,No,No,No,No,No,No,Yes,No,No,,,c,,,,No,Yes,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,b,No,No,No,No,No,No,No,No,No,No,No,,"No, not notified",No,No,No,No,No,No,No,No,No,Yes,,No
100000008083,38985,6070,2000-06-30,1015,"Ammonia (anhydrous) {2240}",00030,21111,Yes,No,No,No,No,No,No,No,No,No,Yes,No,"stuffing box nut came loose on pump",5.0,a,SE,85.0,E,Yes,No,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,b,No,Yes,No,No,No,No,No,No,No,No,No,,"Notified and Responded",No,No,Yes,Yes,No,No,No,No,No,No,"Pre-strartup Safety Review used",No
100000151426,38971,6069,2002-10-14,0850,"Hydrogen fluoride/Hydrofluoric acid (conc 50% or greater) [Hydrofluoric acid] {1760}",00017,32411,No,Yes,No,No,No,No,Yes,No,No,No,No,No,,,c,,,,No,Yes,0,0,0,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,b,No,Yes,Yes,No,No,No,Yes,No,No,No,No,,"No, not notified",No,Yes,Yes,No,No,No,No,No,No,No,,No
100000151426,38971,6068,2000-11-30,0910,"Hydrogen fluoride/Hydrofluoric acid (conc 50% or greater) [Hydrofluoric acid] {2}",00002,32411,No,Yes,No,No,No,No,Yes,No,No,No,No,No,,,c,,,,No,Yes,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,b,No,Yes,Yes,No,No,No,Yes,No,No,No,No,,"No, not notified",No,Yes,Yes,No,No,No,No,No,No,No,,No
100000133517,38964,6067,2004-02-18,0422,"Ammonia (anhydrous) {2800}",00115,42491,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,,3.0,a,E,32.0,E,No,No,0,0,0,0,0,0,0.0,0,0.0,0.0,200.0,0.0,0.0,No,No,No,No,,b,No,No,No,No,No,No,No,No,No,No,No,"attempted theft of product","Notified and Responded",No,No,No,No,No,No,No,No,No,No,"security alarm and fencing installed",No
100000150034,38949,6066,2004-02-29,1835,"Ammonia (anhydrous) {1000}",00005,325311,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,,15.0,a,NE,31.0,C,No,Yes,0,0,0,2,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,a,Yes,Yes,No,No,No,No,No,No,No,No,No,,"Notified and Responded",Yes,No,No,No,No,No,No,No,No,No,,No
100000150034,38949,6065,1999-08-20,0130,"Ammonia (anhydrous) {100}",00945,325311,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,"19,500 pound NH3 release",,a,SSW,,C,Yes,Yes,0,0,0,3,0,0,1000000.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,a,Yes,Yes,No,No,Yes,No,No,No,No,No,No,,"Notified and Responded",Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,"Safety meetings were held for all operators.",No
100000148057,38936,6064,2004-03-31,0630,"Propane {22200}",00015,42471,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,,,c,,,,No,Yes,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,b,No,Yes,No,Yes,No,No,No,No,No,No,No,,"No, not notified",No,No,Yes,Yes,No,No,No,No,No,No,,No
100000131109,38935,6063,2004-05-31,0215,"Ammonia (anhydrous) {200}",00400,311813,Yes,No,No,No,No,No,No,No,No,No,No,No,"Failed Releif Valve",20.0,a,NE,60.0,D,No,No,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,a,Yes,No,No,No,Yes,No,Yes,No,No,No,No,,"Notified and Responded",Yes,Yes,No,Yes,No,No,No,No,No,No,,No
100000109688,38932,6062,2001-08-07,1530,"Ammonia (anhydrous) {1}",00015,311615,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,,,c,,,,No,Yes,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,a,Yes,No,No,No,No,No,No,Yes,No,No,No,,"No, not notified",Yes,No,No,No,No,No,No,No,No,No,"Changed piping configuration",No
100000109688,38932,6061,2000-11-17,0130,"Ammonia (anhydrous) {51}",00250,311615,Yes,No,No,No,No,No,No,Yes,No,No,No,No,,4.0,a,WSW,,F,Yes,No,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,a,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,,"No, not notified",Yes,No,No,Yes,Yes,No,No,No,No,No,,No
100000109688,38932,6060,2000-06-06,0600,"Ammonia (anhydrous) {9}",00030,311615,No,Yes,No,No,No,No,No,No,No,No,Yes,No,,9.0,a,W,86.0,F,Yes,No,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,a,Yes,No,No,No,No,No,No,No,No,No,No,,"No, not notified",No,No,No,No,No,No,No,No,No,No,"Returned faulty equip. to manufacturer",No
100000109688,38932,6059,1999-08-14,1305,"Ammonia (anhydrous) {72}",00355,311615,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,,,c,,90.0,F,No,No,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,a,Yes,No,No,No,No,No,No,No,No,No,No,,"No, not notified",Yes,No,No,Yes,No,No,No,No,No,No,,No
100000118455,38922,6058,2003-05-07,0730,"Butane {842} • Propane {634}",00300,325998,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,,,c,,,,Yes,Yes,0,0,0,0,0,0,0.0,0,0.0,0.0,50.0,0.0,0.0,No,No,No,No,,a,Yes,No,No,No,No,No,No,No,No,Yes,No,,"Notified and Responded",Yes,Yes,No,No,Yes,No,No,No,No,No,,No
100000000205,38901,6057,2004-04-19,1720,"Ammonia (anhydrous) {100}",00045,11115,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No,,,c,,70.0,E,No,No,0,0,0,0,0,0,2000.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,b,No,Yes,No,No,No,No,No,No,No,No,No,,"Notified and Responded",No,No,Yes,No,No,No,No,No,No,No,,No
100000134632,38880,6056,2002-10-30,0500,"Flammable Mixture {126280}",00300,211112,No,Yes,No,No,No,Yes,No,No,No,No,No,No,,,c,,,,No,Yes,0,0,0,0,0,0,25000.0,0,0.0,0.0,132.0,0.0,0.0,No,No,No,No,,a,Yes,No,No,No,No,No,No,No,No,No,No,,"Notified and Responded",Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,,No
100000097931,38850,6055,1999-09-11,2158,"Ammonia (anhydrous) {1}",00010,488999,No,Yes,No,No,No,No,No,No,No,No,No,No,unknown,,c,,,,No,Yes,0,0,0,7,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,b,No,Yes,No,No,No,No,No,No,No,No,No,,"Notified and Responded",No,No,Yes,No,No,No,No,No,No,No,unknown,No
100000121218,38832,6054,2000-07-13,0415,"Ammonia (anhydrous) {500}",00007,311919,No,Yes,No,No,No,No,Yes,No,No,No,No,No,,,c,,,,No,Yes,0,0,0,0,0,0,250000.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,a,Yes,No,No,No,No,No,Yes,Yes,No,No,No,,"Notified Only",No,No,Yes,No,No,No,No,No,No,No,"Removed Equipment from Service",No
100000111988,38810,6053,1997-10-06,2349,"Oleum (Fuming Sulfuric acid)  [Sulfuric acid, mixture with sulfur trioxide] {179}",00110,325132,No,Yes,No,No,No,No,Yes,No,No,No,No,No,,3.0,a,SE,68.0,,No,No,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,55000.0,0.0,No,No,No,No,,a,Yes,No,No,No,No,No,Yes,Yes,No,No,No,,"Notified and Responded",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,No
100000145693,38807,8814,2008-12-11,0415,"Chlorine {1}",00008,22131,Yes,No,No,No,No,No,No,No,No,Yes,No,No,,3.0,a,N,57.0,F,No,No,0,0,0,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,b,No,Yes,No,No,No,No,No,No,No,No,No,,"No, not notified",No,No,Yes,No,No,No,No,No,No,No,,No
100000136783,38805,6052,2002-08-25,1500,"Chlorine {1}",00001,325199,Yes,No,No,No,No,No,No,No,No,Yes,No,No,,,c,,,,No,Yes,0,0,0,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,a,No,No,Yes,No,No,No,Yes,No,No,No,No,,"Notified and Responded",No,Yes,No,No,No,No,No,No,No,No,,No
100000111826,38786,6051,2002-11-15,1755,"Ammonia (anhydrous) {595}",00132,311615,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,,,c,,,,No,Yes,0,0,0,0,0,0,10000.0,0,0.0,0.0,216.0,0.0,2000.0,No,No,No,No,,a,Yes,No,No,No,No,No,No,No,No,No,No,,"Notified and Responded",Yes,No,No,No,Yes,No,No,No,No,No,,No
100000114404,38779,6050,1999-05-11,1340,"Ammonia (anhydrous) {141}",00015,311813,Yes,No,No,No,No,No,No,No,Yes,No,No,No,"pressure relief valve",,c,W,65.0,B,No,No,0,0,0,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,,a,Yes,No,No,No,No,No,No,No,No,No,No,,"Notified Only",No,No,No,No,Yes,No,No,No,No,No,,No
100000131608,38767,6049,2004-02-19,1015,"Sulfur trioxide {5}",00010,325199,Yes,No,No,No,No,Yes,No,No,No,No,No,No,,5.0,a,NE,40.0,,No,No,0,0,0,0,0,0,0.0,0,5.0,0.0,0.0,0.0,0.0,No,No,No,No,,c,Yes,No,No,Yes,No,No,No,No,No,Yes,No,,"Notified and Responded",Yes,Yes,Yes,No,No,No,Yes,No,No,No,,No
100000128159,38737,6048,2004-04-25,1010,"Vinyl acetate monomer  [Acetic acid ethenyl ester] {5}",00010,32552,No,No,No,No,Yes,No,No,Yes,No,No,No,No,,30.0,a,ENE,75.0,D,No,No,0,0,0,0,0,0,20000.0,0,0.0,0.0,0.0,120.0,750000.0,No,No,No,No,,d,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,,"Notified and Responded",Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,,No
100000135775,38732,6047,2002-07-24,1515,"Ammonia (anhydrous) {10000}",00300,312113,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,"Suction strainer on ammonia compressor.",4.0,a,SW,80.0,B,Yes,No,0,0,0,6,0,0,20000.0,0,0.0,3.0,100.0,0.0,0.0,No,No,No,No,,b,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,,"Notified and Responded",Yes,Yes,Yes,No,No,No,No,No,No,No,,No
